date,FSS,FSSminus,FSSstar
3q2016,0.0016485328058028356,0.00972634355423673,0.017804154302670624
4q2016,-0.000350385423966363,0.007358093903293623,0.015066573230553609
1q2017,-0.0026354801515401085,0.005435677812551474,0.013506835776643057
2q2017,-0.0008700191404210892,0.0067861492952844965,0.014442317730990082
3q2017,0.004297009281540048,0.009109659676864902,0.013922310072189756
4q2017,0.00466653704063776,0.00991639121135524,0.01516624538207272
1q2018,0.003543307086614173,0.00984251968503937,0.016141732283464567
2q2018,-0.0006031363088057901,0.006835544833132288,0.014274225975070366
3q2018,0.0012099213551119178,0.007057874571486187,0.012905827787860456
4q2018,0.007689678742310321,0.014354066985645933,0.021018455228981544
1q2019,0.0,0.00995575221238938,0.01991150442477876
2q2019,0.016771488469601678,0.01729559748427673,0.01781970649895178
